Reference vector (1/18): 0.9965845, 0.082579345
1/100: weights=[0.64714986 1.3528502 ], train_loss=[1.886674  2.0196874], train_acc=[0.33758333 0.299125  ], test_loss=[1.8804067 2.0031583], test_acc=[0.3363  0.30795]
62/100: weights=[1.3318539  0.66814613], train_loss=[0.5092452 0.5660293], train_acc=[0.83595  0.811325], test_loss=[0.49184027 0.5630749 ], test_acc=[0.8383 0.8175]
64/100: weights=[1.2969508 0.7030491], train_loss=[0.5066983 0.5605128], train_acc=[0.83574167 0.81305   ], test_loss=[0.4906666 0.5598044], test_acc=[0.8374 0.8165]
66/100: weights=[0.60745704 1.392543  ], train_loss=[0.50122154 0.55528355], train_acc=[0.83823333 0.81499167], test_loss=[0.48410305 0.5544888 ], test_acc=[0.83895 0.8207 ]
68/100: weights=[1.3001806 0.6998194], train_loss=[0.49612987 0.55296946], train_acc=[0.84024167 0.81603333], test_loss=[0.4808229  0.55089927], test_acc=[0.8402 0.8214]
70/100: weights=[0.94380283 1.0561972 ], train_loss=[0.49464977 0.5483007 ], train_acc=[0.83981667 0.817225  ], test_loss=[0.48240903 0.5445808 ], test_acc=[0.84015 0.82275]
72/100: weights=[1.1623944 0.8376056], train_loss=[0.49017367 0.5455049 ], train_acc=[0.84226667 0.81845   ], test_loss=[0.47316933 0.5436535 ], test_acc=[0.8421 0.8229]
74/100: weights=[0.5892352 1.4107648], train_loss=[0.48326287 0.54176074], train_acc=[0.84419167 0.82034167], test_loss=[0.4692595 0.5406078], test_acc=[0.8449  0.82485]
76/100: weights=[0.8491915 1.1508086], train_loss=[0.48346114 0.5382553 ], train_acc=[0.84465  0.821375], test_loss=[0.46985415 0.5374669 ], test_acc=[0.84485 0.82445]
78/100: weights=[1.1509607  0.84903926], train_loss=[0.47930643 0.5328558 ], train_acc=[0.845025   0.82275833], test_loss=[0.4641773 0.5318729], test_acc=[0.84655 0.8271 ]
80/100: weights=[1.3469275  0.65307254], train_loss=[0.4763626  0.53168434], train_acc=[0.846475 0.823975], test_loss=[0.4611718 0.5307808], test_acc=[0.84765 0.82885]
82/100: weights=[0.89143705 1.108563  ], train_loss=[0.47366834 0.529331  ], train_acc=[0.8472     0.82398333], test_loss=[0.4594194  0.52791256], test_acc=[0.84775 0.8278 ]
84/100: weights=[0.8909447 1.1090553], train_loss=[0.47317234 0.5269388 ], train_acc=[0.84686667 0.82408333], test_loss=[0.4597821 0.5224603], test_acc=[0.848   0.82995]
86/100: weights=[1.0268489 0.9731511], train_loss=[0.46880788 0.52346295], train_acc=[0.84876667 0.82528333], test_loss=[0.4564975 0.5232218], test_acc=[0.8491 0.8301]
88/100: weights=[0.5678377 1.4321623], train_loss=[0.46651855 0.5192025 ], train_acc=[0.84988333 0.82773333], test_loss=[0.45054942 0.5172609 ], test_acc=[0.85235 0.83255]
90/100: weights=[0.63387996 1.36612   ], train_loss=[0.46246198 0.5156236 ], train_acc=[0.85078333 0.82873333], test_loss=[0.44788197 0.5132926 ], test_acc=[0.85265 0.83315]
92/100: weights=[0.79607713 1.2039229 ], train_loss=[0.46000582 0.51409554], train_acc=[0.85178333 0.82943333], test_loss=[0.44591025 0.51346606], test_acc=[0.85355 0.8325 ]
94/100: weights=[0.74982613 1.2501738 ], train_loss=[0.4586671 0.515423 ], train_acc=[0.8513  0.82815], test_loss=[0.44804528 0.5146411 ], test_acc=[0.8515 0.8337]
96/100: weights=[0.81488055 1.1851194 ], train_loss=[0.4559711  0.50998485], train_acc=[0.85291667 0.82989167], test_loss=[0.44472882 0.50977653], test_acc=[0.85265 0.8348 ]
98/100: weights=[1.1480606  0.85193944], train_loss=[0.45266217 0.50347185], train_acc=[0.8534     0.83263333], test_loss=[0.4410194 0.5029646], test_acc=[0.854   0.83665]
100/100: weights=[1.1674477  0.83255225], train_loss=[0.45130125 0.5027667 ], train_acc=[0.8537 0.8326], test_loss=[0.4406591  0.50169075], test_acc=[0.8539  0.83705]
Reference vector (16/18): 0.24548548, 0.9694003
1/100: weights=[0.7391113 1.2608887], train_loss=[1.8197488 2.0988436], train_acc=[0.36090833 0.25714167], test_loss=[1.8163497 2.116226 ], test_acc=[0.36185 0.25335]
2/100: weights=[1.4337498 0.5662502], train_loss=[1.5639272 1.9312891], train_acc=[0.4638     0.32311667], test_loss=[1.5560745 1.9473282], test_acc=[0.46515 0.3168 ]
4/100: weights=[1.0707263 0.9292737], train_loss=[1.3597764 1.7231623], train_acc=[0.541575   0.40384167], test_loss=[1.3439788 1.7304491], test_acc=[0.54305 0.4021 ]
6/100: weights=[1.6601118  0.33988822], train_loss=[1.2456481 1.597539 ], train_acc=[0.581075   0.44956667], test_loss=[1.2289652 1.6040125], test_acc=[0.58475 0.4469 ]
8/100: weights=[1.0161989 0.9838011], train_loss=[1.1636466 1.4804763], train_acc=[0.61141667 0.49205   ], test_loss=[1.1441429 1.4822536], test_acc=[0.61655 0.4927 ]
10/100: weights=[1.1854185 0.8145815], train_loss=[1.086373  1.3923899], train_acc=[0.639125   0.52283333], test_loss=[1.067603 1.389143], test_acc=[0.64425 0.5263 ]
12/100: weights=[0.75822717 1.2417728 ], train_loss=[1.0248035 1.3199422], train_acc=[0.65991667 0.54871667], test_loss=[1.0058272 1.3153045], test_acc=[0.6665 0.5545]
14/100: weights=[1.2348576 0.7651425], train_loss=[0.9676575 1.254914 ], train_acc=[0.68046667 0.574225  ], test_loss=[0.9512642 1.249606 ], test_acc=[0.6866  0.57975]
16/100: weights=[1.3585113 0.6414887], train_loss=[0.9213167 1.1920817], train_acc=[0.69538333 0.59826667], test_loss=[0.9056479 1.1828567], test_acc=[0.70205 0.59975]
18/100: weights=[1.2460033  0.75399673], train_loss=[0.8797659 1.1373929], train_acc=[0.709125   0.61754167], test_loss=[0.8655305 1.12662  ], test_acc=[0.71375 0.61985]
20/100: weights=[1.2476617  0.75233823], train_loss=[0.8382899 1.0920541], train_acc=[0.72424167 0.63376667], test_loss=[0.824511  1.0834502], test_acc=[0.7288  0.63545]
22/100: weights=[1.6551862  0.34481388], train_loss=[0.81321216 1.0561279 ], train_acc=[0.7331     0.64466667], test_loss=[0.7992388 1.0448861], test_acc=[0.7378 0.6457]
24/100: weights=[1.2229266 0.7770733], train_loss=[0.78019965 1.0127157 ], train_acc=[0.7435     0.66073333], test_loss=[0.76616305 1.00175   ], test_acc=[0.7477 0.6624]
26/100: weights=[1.231539   0.76846105], train_loss=[0.75406545 0.9799399 ], train_acc=[0.7514     0.67145833], test_loss=[0.742469   0.96905214], test_acc=[0.75425 0.67345]
28/100: weights=[1.0802025 0.9197976], train_loss=[0.7255452  0.94709647], train_acc=[0.76280833 0.6832    ], test_loss=[0.71272564 0.93793535], test_acc=[0.7648 0.6829]
30/100: weights=[0.87376547 1.1262345 ], train_loss=[0.7020987  0.91901904], train_acc=[0.77185    0.69265833], test_loss=[0.6917125 0.909864 ], test_acc=[0.774  0.6921]
32/100: weights=[1.2049304 0.7950696], train_loss=[0.6796792 0.891634 ], train_acc=[0.77831667 0.700825  ], test_loss=[0.6692307 0.8818764], test_acc=[0.78045 0.70245]
34/100: weights=[0.8721543 1.1278456], train_loss=[0.66270596 0.8662073 ], train_acc=[0.78518333 0.70935833], test_loss=[0.65315497 0.85629827], test_acc=[0.7848 0.7116]
36/100: weights=[1.5037925  0.49620748], train_loss=[0.64421153 0.84754694], train_acc=[0.79065  0.715275], test_loss=[0.6357902 0.837677 ], test_acc=[0.7906  0.71625]
38/100: weights=[1.068895 0.931105], train_loss=[0.63261974 0.82389915], train_acc=[0.79494167 0.72314167], test_loss=[0.62377506 0.81358486], test_acc=[0.79505 0.72575]
40/100: weights=[1.0912628  0.90873724], train_loss=[0.6126466 0.8093529], train_acc=[0.80128333 0.728725  ], test_loss=[0.6028362 0.8020469], test_acc=[0.80125 0.72815]
42/100: weights=[1.3721496  0.62785035], train_loss=[0.6025559 0.7908885], train_acc=[0.804475 0.734375], test_loss=[0.5919776 0.7828758], test_acc=[0.8064 0.7368]
44/100: weights=[0.7997666 1.2002335], train_loss=[0.5866499 0.7741148], train_acc=[0.81039167 0.73925   ], test_loss=[0.57806456 0.7654357 ], test_acc=[0.8103 0.7417]
46/100: weights=[1.2524313 0.7475687], train_loss=[0.5767834 0.7622655], train_acc=[0.81349167 0.74481667], test_loss=[0.56788635 0.75317144], test_acc=[0.81405 0.74525]
48/100: weights=[1.3282166  0.67178345], train_loss=[0.571165 0.749002], train_acc=[0.81521667 0.747375  ], test_loss=[0.5615392 0.7404065], test_acc=[0.81525 0.7475 ]
50/100: weights=[0.8390697 1.1609303], train_loss=[0.5575779 0.733641 ], train_acc=[0.81955  0.752925], test_loss=[0.54878914 0.726455  ], test_acc=[0.8204 0.7549]
52/100: weights=[0.7248151 1.275185 ], train_loss=[0.54894   0.7317469], train_acc=[0.82196667 0.75258333], test_loss=[0.5401297  0.72499937], test_acc=[0.8236 0.7529]
54/100: weights=[0.73290503 1.267095  ], train_loss=[0.54149663 0.712568  ], train_acc=[0.82475833 0.7607    ], test_loss=[0.5343705 0.7068139], test_acc=[0.82545 0.7598 ]
56/100: weights=[1.0198704  0.98012954], train_loss=[0.5381319 0.707268 ], train_acc=[0.82521667 0.7614    ], test_loss=[0.52780104 0.70194674], test_acc=[0.82755 0.762  ]
58/100: weights=[1.247142   0.75285804], train_loss=[0.5265923 0.6950625], train_acc=[0.82933333 0.76551667], test_loss=[0.5183994 0.6892822], test_acc=[0.8305 0.7667]
60/100: weights=[1.4284335  0.57156646], train_loss=[0.5251216 0.6893326], train_acc=[0.8292   0.767025], test_loss=[0.5187072 0.683636 ], test_acc=[0.8303 0.766 ]
62/100: weights=[0.88033795 1.119662  ], train_loss=[0.5127125 0.6766593], train_acc=[0.833925   0.77170833], test_loss=[0.5038576 0.671743 ], test_acc=[0.8359 0.7716]
64/100: weights=[1.4729896 0.5270104], train_loss=[0.5111513  0.67222714], train_acc=[0.83408333 0.77465   ], test_loss=[0.49978408 0.6706082 ], test_acc=[0.8365 0.7727]
66/100: weights=[1.4823078  0.51769227], train_loss=[0.50593096 0.6641544 ], train_acc=[0.83555833 0.77590833], test_loss=[0.49534658 0.65758383], test_acc=[0.8384  0.77655]
68/100: weights=[0.23199452 1.7680055 ], train_loss=[0.4985822 0.653564 ], train_acc=[0.838625   0.77909167], test_loss=[0.49199465 0.64896643], test_acc=[0.83865 0.7786 ]
70/100: weights=[0.75684583 1.2431542 ], train_loss=[0.49253398 0.64705205], train_acc=[0.84051667 0.781825  ], test_loss=[0.48333108 0.64369327], test_acc=[0.84375 0.78185]
72/100: weights=[1.351199  0.6488009], train_loss=[0.4865555 0.6417748], train_acc=[0.842175   0.78323333], test_loss=[0.47806284 0.6379633 ], test_acc=[0.8442 0.7839]
74/100: weights=[0.96557444 1.0344255 ], train_loss=[0.48154733 0.6398207 ], train_acc=[0.84335833 0.78283333], test_loss=[0.47310138 0.63601285], test_acc=[0.8438  0.78365]
76/100: weights=[1.2233561  0.77664393], train_loss=[0.47859743 0.6336994 ], train_acc=[0.844675   0.78539167], test_loss=[0.47061807 0.63118637], test_acc=[0.84365 0.7848 ]
78/100: weights=[1.229677 0.770323], train_loss=[0.4735615  0.62475884], train_acc=[0.84709167 0.78944167], test_loss=[0.46729589 0.6230565 ], test_acc=[0.84625 0.78945]
80/100: weights=[1.4179053 0.5820947], train_loss=[0.47044146 0.6262913 ], train_acc=[0.84783333 0.78885833], test_loss=[0.4615711 0.623557 ], test_acc=[0.8495 0.7893]
82/100: weights=[0.7671467 1.2328533], train_loss=[0.46680254 0.61499065], train_acc=[0.8487  0.79255], test_loss=[0.46101633 0.6123654 ], test_acc=[0.8499 0.7929]
84/100: weights=[0.79573625 1.2042638 ], train_loss=[0.46380523 0.61064166], train_acc=[0.84901667 0.793375  ], test_loss=[0.45851102 0.6061651 ], test_acc=[0.84875 0.7948 ]
86/100: weights=[0.7932623 1.2067376], train_loss=[0.46037692 0.60622394], train_acc=[0.85140833 0.79474167], test_loss=[0.45347634 0.60106426], test_acc=[0.85065 0.79595]
88/100: weights=[1.0384321 0.9615679], train_loss=[0.45426553 0.60273695], train_acc=[0.85370833 0.79770833], test_loss=[0.44764632 0.6033089 ], test_acc=[0.8545  0.79695]
90/100: weights=[0.75883794 1.2411621 ], train_loss=[0.4553119 0.5988823], train_acc=[0.85305    0.79729167], test_loss=[0.44767472 0.59513086], test_acc=[0.85095 0.7986 ]
92/100: weights=[1.1105828 0.8894172], train_loss=[0.44823986 0.6000577 ], train_acc=[0.855525   0.79831667], test_loss=[0.44329718 0.59853923], test_acc=[0.8546 0.7998]
94/100: weights=[0.47399813 1.5260019 ], train_loss=[0.4461042 0.5870063], train_acc=[0.85578333 0.80213333], test_loss=[0.4401691 0.5841278], test_acc=[0.856  0.8047]
96/100: weights=[1.0951556 0.9048444], train_loss=[0.44843695 0.58692944], train_acc=[0.855025 0.80285 ], test_loss=[0.4428344  0.58711845], test_acc=[0.855   0.80265]
98/100: weights=[1.6453781 0.3546219], train_loss=[0.44226882 0.57867104], train_acc=[0.85689167 0.80535833], test_loss=[0.43688545 0.5762098 ], test_acc=[0.858   0.80605]
100/100: weights=[1.7420846  0.25791544], train_loss=[0.43986037 0.57669127], train_acc=[0.85786667 0.805475  ], test_loss=[0.43615073 0.57384455], test_acc=[0.8573  0.80695]
Reference vector (17/18): 0.16459459, 0.9863613
1/100: weights=[1.2285618 0.7714383], train_loss=[1.4380802 1.7511227], train_acc=[0.51495833 0.39188333], test_loss=[1.4232954 1.741449 ], test_acc=[0.5186 0.3962]
2/100: weights=[1.3904401 0.6095599], train_loss=[1.2521192 1.5376087], train_acc=[0.582925 0.471875], test_loss=[1.233267 1.523991], test_acc=[0.5872  0.47735]
4/100: weights=[1.0751888 0.9248112], train_loss=[1.0445442 1.2656074], train_acc=[0.656325 0.569925], test_loss=[1.0315347 1.2522384], test_acc=[0.6603 0.5712]
6/100: weights=[1.3522323 0.6477676], train_loss=[0.93108225 1.1284083 ], train_acc=[0.69648333 0.61755   ], test_loss=[0.92030615 1.1120543 ], test_acc=[0.69955 0.617  ]
8/100: weights=[0.96326864 1.0367314 ], train_loss=[0.8559677 1.0254178], train_acc=[0.72138333 0.65349167], test_loss=[0.8478737 1.007071 ], test_acc=[0.72305 0.65415]
10/100: weights=[0.7634043 1.2365957], train_loss=[0.790388   0.95669216], train_acc=[0.74366667 0.67765   ], test_loss=[0.7794339 0.939587 ], test_acc=[0.74705 0.68005]
12/100: weights=[0.6350899 1.3649101], train_loss=[0.74473137 0.89309806], train_acc=[0.757375   0.69823333], test_loss=[0.7336216 0.8745094], test_acc=[0.76495 0.7041 ]
14/100: weights=[0.99777716 1.0022228 ], train_loss=[0.70260084 0.8307822 ], train_acc=[0.77155    0.72036667], test_loss=[0.6931325 0.8165017], test_acc=[0.7777 0.7246]
16/100: weights=[0.8736318 1.1263683], train_loss=[0.6697112 0.7885887], train_acc=[0.78294167 0.7353    ], test_loss=[0.66105056 0.7775824 ], test_acc=[0.78915 0.7386 ]
18/100: weights=[0.95554876 1.0444512 ], train_loss=[0.6407275 0.7619529], train_acc=[0.79248333 0.744525  ], test_loss=[0.6358951 0.7489504], test_acc=[0.79535 0.74695]
20/100: weights=[1.1898189 0.8101811], train_loss=[0.62418586 0.7259591 ], train_acc=[0.79893333 0.75685833], test_loss=[0.6157371 0.7150762], test_acc=[0.80215 0.75875]
22/100: weights=[0.838983  1.1610171], train_loss=[0.59866893 0.6995447 ], train_acc=[0.80620833 0.76538333], test_loss=[0.5944938  0.68986803], test_acc=[0.80655 0.767  ]
24/100: weights=[1.1438552  0.85614485], train_loss=[0.57706755 0.6796645 ], train_acc=[0.81405833 0.77165   ], test_loss=[0.57263637 0.6696266 ], test_acc=[0.81425 0.7744 ]
26/100: weights=[1.4811254  0.51887465], train_loss=[0.5610483  0.66699654], train_acc=[0.81965833 0.77805   ], test_loss=[0.55721813 0.66054326], test_acc=[0.81995 0.779  ]
28/100: weights=[0.68373895 1.316261  ], train_loss=[0.5497761 0.6493184], train_acc=[0.82295833 0.78258333], test_loss=[0.5440345 0.6415664], test_acc=[0.8248  0.78255]
30/100: weights=[1.0641421  0.93585795], train_loss=[0.53917307 0.63273364], train_acc=[0.82664167 0.78768333], test_loss=[0.53555954 0.6273948 ], test_acc=[0.8266  0.78885]
32/100: weights=[1.4593072 0.5406928], train_loss=[0.53076714 0.61846626], train_acc=[0.82891667 0.79293333], test_loss=[0.5311751  0.61053705], test_acc=[0.8263  0.79465]
34/100: weights=[0.8653136 1.1346864], train_loss=[0.5157186 0.6132709], train_acc=[0.83415    0.79491667], test_loss=[0.51350254 0.60908455], test_acc=[0.83425 0.7958 ]
36/100: weights=[0.80564266 1.1943574 ], train_loss=[0.5126895  0.59719336], train_acc=[0.83441667 0.80004167], test_loss=[0.5131473 0.5900708], test_acc=[0.83245 0.8013 ]
38/100: weights=[1.4588567 0.5411433], train_loss=[0.4988598 0.5885494], train_acc=[0.83971667 0.80289167], test_loss=[0.49961993 0.58196   ], test_acc=[0.8363 0.8049]
40/100: weights=[0.63568777 1.3643122 ], train_loss=[0.49324805 0.5822433 ], train_acc=[0.8411     0.80618333], test_loss=[0.4925146 0.5793327], test_acc=[0.84025 0.80765]
42/100: weights=[0.7350173 1.2649827], train_loss=[0.48718244 0.5720337 ], train_acc=[0.84253333 0.80840833], test_loss=[0.48947093 0.56653064], test_acc=[0.84005 0.81025]
44/100: weights=[1.4062339 0.5937661], train_loss=[0.4814951  0.56192976], train_acc=[0.84506667 0.812525  ], test_loss=[0.48146126 0.5581255 ], test_acc=[0.8431  0.81415]
46/100: weights=[0.8847835 1.1152165], train_loss=[0.4721389 0.5574868], train_acc=[0.84803333 0.813925  ], test_loss=[0.4732841 0.5554647], test_acc=[0.8466  0.81295]
48/100: weights=[1.0337049 0.9662952], train_loss=[0.46585506 0.55028594], train_acc=[0.85030833 0.81674167], test_loss=[0.467817  0.5488096], test_acc=[0.8482 0.8169]
50/100: weights=[1.3395023 0.6604977], train_loss=[0.4638749  0.54488677], train_acc=[0.85078333 0.819     ], test_loss=[0.4680694 0.5438853], test_acc=[0.84785 0.81875]
52/100: weights=[0.79815674 1.2018433 ], train_loss=[0.45993954 0.5421614 ], train_acc=[0.85216667 0.81928333], test_loss=[0.46731085 0.5410848 ], test_acc=[0.84825 0.8194 ]
54/100: weights=[1.0854213 0.9145786], train_loss=[0.4522242  0.53219897], train_acc=[0.85370833 0.822525  ], test_loss=[0.4566583  0.53240395], test_acc=[0.85155 0.82215]
56/100: weights=[0.7286349 1.271365 ], train_loss=[0.44922408 0.5284092 ], train_acc=[0.8558     0.82385833], test_loss=[0.45381147 0.5262667 ], test_acc=[0.8521 0.8233]
58/100: weights=[0.7078986 1.2921014], train_loss=[0.44158024 0.5246671 ], train_acc=[0.857825   0.82586667], test_loss=[0.44753566 0.5276575 ], test_acc=[0.85385 0.82455]
60/100: weights=[1.3647314 0.6352686], train_loss=[0.4447725 0.52057  ], train_acc=[0.85695833 0.82649167], test_loss=[0.45073682 0.52257025], test_acc=[0.8529 0.8243]
62/100: weights=[0.89018416 1.1098158 ], train_loss=[0.43367988 0.5132427 ], train_acc=[0.860875   0.82888333], test_loss=[0.43949467 0.51550525], test_acc=[0.85735 0.8276 ]
64/100: weights=[1.2522316  0.74776834], train_loss=[0.43297657 0.51225567], train_acc=[0.86110833 0.82903333], test_loss=[0.43851355 0.5125914 ], test_acc=[0.8588 0.8283]
66/100: weights=[0.91027516 1.0897249 ], train_loss=[0.42714882 0.5070262 ], train_acc=[0.86269167 0.83076667], test_loss=[0.43554828 0.5102523 ], test_acc=[0.85965 0.82915]
68/100: weights=[1.041569   0.95843107], train_loss=[0.424565  0.5011358], train_acc=[0.8628 0.833 ], test_loss=[0.4319252  0.50383115], test_acc=[0.85985 0.8314 ]
70/100: weights=[0.5330812 1.4669188], train_loss=[0.42622557 0.5147374 ], train_acc=[0.86275833 0.828625  ], test_loss=[0.43640313 0.52195907], test_acc=[0.8571 0.8264]
72/100: weights=[0.5212054 1.4787946], train_loss=[0.41584158 0.49937385], train_acc=[0.86576667 0.8338    ], test_loss=[0.42509684 0.5040491 ], test_acc=[0.86115 0.83045]
74/100: weights=[0.986626 1.013374], train_loss=[0.41465327 0.49014238], train_acc=[0.86634167 0.836975  ], test_loss=[0.42391235 0.4953948 ], test_acc=[0.8603  0.83425]
76/100: weights=[1.0079087 0.9920913], train_loss=[0.40966296 0.48797452], train_acc=[0.86749167 0.83715   ], test_loss=[0.41824695 0.49217182], test_acc=[0.8629 0.8352]
78/100: weights=[0.90763104 1.092369  ], train_loss=[0.40789363 0.48630834], train_acc=[0.86835833 0.837175  ], test_loss=[0.41729993 0.48936623], test_acc=[0.8644 0.8359]
80/100: weights=[0.8232476 1.1767524], train_loss=[0.41075304 0.48248908], train_acc=[0.86805833 0.83891667], test_loss=[0.4239236  0.48846778], test_acc=[0.86115 0.83675]
82/100: weights=[1.8514012  0.14859879], train_loss=[0.40314814 0.47910222], train_acc=[0.8697 0.8397], test_loss=[0.41450834 0.48464543], test_acc=[0.86305 0.83805]
84/100: weights=[1.4403986  0.55960137], train_loss=[0.40606457 0.47832438], train_acc=[0.869175 0.84105 ], test_loss=[0.41759235 0.48737264], test_acc=[0.86375 0.83755]
86/100: weights=[1.0457205 0.9542795], train_loss=[0.39847142 0.4747183 ], train_acc=[0.87095833 0.84141667], test_loss=[0.40845838 0.47972572], test_acc=[0.8655 0.8386]
88/100: weights=[0.9360099 1.0639901], train_loss=[0.39794818 0.4781616 ], train_acc=[0.8713     0.84088333], test_loss=[0.40793726 0.48742485], test_acc=[0.86525 0.8369 ]
90/100: weights=[1.0519638 0.9480362], train_loss=[0.40448973 0.4698307 ], train_acc=[0.86934167 0.84279167], test_loss=[0.41271693 0.47787723], test_acc=[0.86675 0.8397 ]
92/100: weights=[1.2273241 0.7726759], train_loss=[0.39193195 0.46779683], train_acc=[0.87319167 0.843325  ], test_loss=[0.40448695 0.47780365], test_acc=[0.8681 0.8394]
94/100: weights=[1.2611963  0.73880374], train_loss=[0.38915053 0.46653596], train_acc=[0.87380833 0.84454167], test_loss=[0.3995477  0.47476986], test_acc=[0.8703  0.84075]
96/100: weights=[0.17038763 1.8296124 ], train_loss=[0.3885425 0.4619206], train_acc=[0.87404167 0.84518333], test_loss=[0.39928326 0.46886662], test_acc=[0.86915 0.84235]
98/100: weights=[1.1871196  0.81288046], train_loss=[0.38703692 0.4652751 ], train_acc=[0.8748     0.84425833], test_loss=[0.3995422  0.47742164], test_acc=[0.86915 0.84075]
100/100: weights=[1.0513115 0.9486885], train_loss=[0.3839896 0.4558364], train_acc=[0.87626667 0.84831667], test_loss=[0.39737707 0.4654178 ], test_acc=[0.87235 0.84555]
Reference vector (18/18): 0.082579345, 0.9965845
1/100: weights=[1.2212967 0.7787033], train_loss=[2.085157 2.176928], train_acc=[0.25275 0.23115], test_loss=[2.0715299 2.17069  ], test_acc=[0.2562  0.23525]
2/100: weights=[0.6567885 1.3432114], train_loss=[1.9534215 2.0397682], train_acc=[0.31441667 0.30104167], test_loss=[1.9377855 2.0277023], test_acc=[0.3179  0.30615]
4/100: weights=[0.8004812 1.1995188], train_loss=[1.6105973 1.7724564], train_acc=[0.45953333 0.395525  ], test_loss=[1.5965383 1.756852 ], test_acc=[0.45855 0.3997 ]
6/100: weights=[0.79789835 1.2021016 ], train_loss=[1.4150958 1.6040657], train_acc=[0.524025   0.45469167], test_loss=[1.4037423 1.5890115], test_acc=[0.52545 0.4567 ]
8/100: weights=[1.6024151  0.39758494], train_loss=[1.2919376 1.4908638], train_acc=[0.567475   0.49509167], test_loss=[1.2831624 1.4763447], test_acc=[0.5682  0.49735]
10/100: weights=[1.3365346 0.6634653], train_loss=[1.2030252 1.4168367], train_acc=[0.599625   0.52126667], test_loss=[1.1969974 1.4016199], test_acc=[0.60045 0.5223 ]
12/100: weights=[1.3532358  0.64676416], train_loss=[1.1272267 1.3618088], train_acc=[0.62485    0.53915833], test_loss=[1.1220856 1.3504747], test_acc=[0.62765 0.5399 ]
14/100: weights=[1.277913 0.722087], train_loss=[1.0615025 1.3028809], train_acc=[0.648325   0.55999167], test_loss=[1.0573524 1.2907639], test_acc=[0.649   0.56305]
16/100: weights=[1.3186014 0.6813986], train_loss=[1.0104483 1.2561405], train_acc=[0.6657     0.57843333], test_loss=[1.0074888 1.2405537], test_acc=[0.66645 0.57825]
18/100: weights=[1.2690428 0.7309572], train_loss=[0.9671694 1.2148334], train_acc=[0.67995833 0.59099167], test_loss=[0.9626816 1.2000064], test_acc=[0.6818 0.5939]
20/100: weights=[0.79681796 1.203182  ], train_loss=[0.9257186 1.1786737], train_acc=[0.695175   0.60498333], test_loss=[0.92247707 1.165328  ], test_acc=[0.69595 0.6089 ]
22/100: weights=[1.0548556 0.9451445], train_loss=[0.8941302 1.1460104], train_acc=[0.70525833 0.61618333], test_loss=[0.89026386 1.1315103 ], test_acc=[0.7065 0.6197]
24/100: weights=[1.4974585  0.50254154], train_loss=[0.87209064 1.1099156 ], train_acc=[0.71371667 0.629425  ], test_loss=[0.86625516 1.0952419 ], test_acc=[0.71585 0.63335]
26/100: weights=[1.398708   0.60129195], train_loss=[0.8435971 1.0824363], train_acc=[0.72418333 0.63891667], test_loss=[0.84090394 1.0693477 ], test_acc=[0.72305 0.64355]
28/100: weights=[0.89253557 1.1074644 ], train_loss=[0.82171226 1.0583882 ], train_acc=[0.731575   0.64588333], test_loss=[0.8188039 1.0443059], test_acc=[0.72935 0.6497 ]
30/100: weights=[0.9182841 1.081716 ], train_loss=[0.80254793 1.0388879 ], train_acc=[0.73839167 0.65199167], test_loss=[0.79716414 1.0256449 ], test_acc=[0.7388 0.6569]
32/100: weights=[1.3789021 0.6210979], train_loss=[0.78880274 1.0159384 ], train_acc=[0.74365833 0.66184167], test_loss=[0.7863827 1.0034728], test_acc=[0.7433  0.66495]
34/100: weights=[0.9453619 1.054638 ], train_loss=[0.7730546 0.9966884], train_acc=[0.74850833 0.66908333], test_loss=[0.76957226 0.98684114], test_acc=[0.74875 0.67125]
36/100: weights=[1.3642502 0.6357498], train_loss=[0.761225   0.97943497], train_acc=[0.7522     0.67516667], test_loss=[0.75526905 0.96917284], test_acc=[0.75235 0.67815]
38/100: weights=[0.5517276 1.4482723], train_loss=[0.75014997 0.9592223 ], train_acc=[0.755675   0.68170833], test_loss=[0.744045  0.9493285], test_acc=[0.75615 0.6874 ]
40/100: weights=[1.4588268 0.5411732], train_loss=[0.73931366 0.94176114], train_acc=[0.75924167 0.686175  ], test_loss=[0.7341533 0.9315964], test_acc=[0.75875 0.6932 ]
42/100: weights=[1.2436973 0.7563027], train_loss=[0.7291527 0.9282031], train_acc=[0.76244167 0.690375  ], test_loss=[0.72534275 0.91986203], test_acc=[0.7604  0.69475]
44/100: weights=[0.9005821 1.0994179], train_loss=[0.7269696  0.91422343], train_acc=[0.76338333 0.69593333], test_loss=[0.7211215  0.90736544], test_acc=[0.76365 0.7011 ]
46/100: weights=[1.1296765  0.87032354], train_loss=[0.71111244 0.9024711 ], train_acc=[0.76849167 0.69955833], test_loss=[0.7045679 0.8934122], test_acc=[0.7702  0.70335]
48/100: weights=[1.3787197 0.6212804], train_loss=[0.70572543 0.8874965 ], train_acc=[0.76981667 0.70455   ], test_loss=[0.69943935 0.8804285 ], test_acc=[0.76955 0.7092 ]
50/100: weights=[0.8329954 1.1670046], train_loss=[0.6932563  0.87521124], train_acc=[0.7736     0.70904167], test_loss=[0.6877837  0.86760473], test_acc=[0.7752 0.7151]
52/100: weights=[1.1506306 0.8493694], train_loss=[0.6845611  0.86290133], train_acc=[0.77743333 0.71051667], test_loss=[0.67727417 0.8534773 ], test_acc=[0.7776 0.7158]
