Reference vector (1/18): 0.9965845, 0.082579345
kappa to 0
kappa to 0
1/100: weights=[1.9617672  0.03823283], train_loss=[2.0726743 2.4476614], train_acc=[0.24523333 0.11563333], test_loss=[2.076632  2.4531908], test_acc=[0.24685 0.1172 ]
58/100: weights=[0.25936592 1.7406341 ], train_loss=[0.6856148 0.5274353], train_acc=[0.7755     0.82406667], test_loss=[0.6622308  0.52536386], test_acc=[0.782   0.82445]
60/100: weights=[0.718667 1.281333], train_loss=[0.67388123 0.52078545], train_acc=[0.78035    0.82595833], test_loss=[0.6523259 0.5194816], test_acc=[0.7861 0.8272]
62/100: weights=[0.7037283 1.2962717], train_loss=[0.66673493 0.51186615], train_acc=[0.78274167 0.82836667], test_loss=[0.64547414 0.51188886], test_acc=[0.7869 0.8276]
64/100: weights=[0.22967301 1.770327  ], train_loss=[0.66322315 0.51493233], train_acc=[0.78306667 0.82684167], test_loss=[0.6433065 0.5132783], test_acc=[0.78765 0.8274 ]
66/100: weights=[0.18797535 1.8120246 ], train_loss=[0.6509286 0.5128778], train_acc=[0.788325   0.82795833], test_loss=[0.62958264 0.51199776], test_acc=[0.79585 0.8282 ]
68/100: weights=[0.1581402 1.8418598], train_loss=[0.6436895  0.50340766], train_acc=[0.7897  0.83155], test_loss=[0.6236991 0.5014541], test_acc=[0.7946 0.8326]
70/100: weights=[0.31658438 1.6834157 ], train_loss=[0.63810086 0.49565312], train_acc=[0.791825   0.83409167], test_loss=[0.61793464 0.49450532], test_acc=[0.7982 0.8363]
72/100: weights=[0.03650736 1.9634926 ], train_loss=[0.6305584  0.48725483], train_acc=[0.79496667 0.83666667], test_loss=[0.61143255 0.48728102], test_acc=[0.79855 0.83735]
74/100: weights=[0.2560329 1.743967 ], train_loss=[0.62350523 0.50670695], train_acc=[0.79765833 0.831275  ], test_loss=[0.60507166 0.50729847], test_acc=[0.80185 0.831  ]
76/100: weights=[0.22214058 1.7778594 ], train_loss=[0.6165687  0.48441786], train_acc=[0.79940833 0.83765833], test_loss=[0.5971486  0.48073173], test_acc=[0.8048 0.8388]
78/100: weights=[0.2178835 1.7821165], train_loss=[0.611673   0.47467664], train_acc=[0.801375   0.84126667], test_loss=[0.5920542  0.47445706], test_acc=[0.8053 0.8423]
80/100: weights=[0.09100175 1.9089983 ], train_loss=[0.61065733 0.4886042 ], train_acc=[0.80225    0.83583333], test_loss=[0.59100294 0.4925232 ], test_acc=[0.80815 0.836  ]
82/100: weights=[0.01734577 1.9826542 ], train_loss=[0.60274494 0.47908953], train_acc=[0.80454167 0.83984167], test_loss=[0.585793  0.4783919], test_acc=[0.80795 0.8402 ]
84/100: weights=[0.31510228 1.6848977 ], train_loss=[0.5931921 0.4637066], train_acc=[0.80721667 0.84440833], test_loss=[0.5747034 0.4642802], test_acc=[0.8128  0.84545]
86/100: weights=[0.34450865 1.6554914 ], train_loss=[0.5902481 0.4631432], train_acc=[0.80841667 0.84526667], test_loss=[0.572634   0.46499914], test_acc=[0.81255 0.8454 ]
88/100: weights=[0.06044554 1.9395545 ], train_loss=[0.5845477 0.458612 ], train_acc=[0.81020833 0.84589167], test_loss=[0.56697756 0.46139207], test_acc=[0.81495 0.84705]
90/100: weights=[0.0780095 1.9219905], train_loss=[0.58227026 0.480514  ], train_acc=[0.81183333 0.838775  ], test_loss=[0.5661521  0.48589075], test_acc=[0.8169  0.83815]
92/100: weights=[0.22142085 1.7785791 ], train_loss=[0.5760371  0.45418197], train_acc=[0.81340833 0.84754167], test_loss=[0.55888766 0.45373243], test_acc=[0.81775 0.8484 ]
94/100: weights=[0.04115758 1.9588424 ], train_loss=[0.5731433  0.47364163], train_acc=[0.81453333 0.83951667], test_loss=[0.55708486 0.4755603 ], test_acc=[0.82035 0.83935]
96/100: weights=[0.37881482 1.6211852 ], train_loss=[0.56722754 0.44605064], train_acc=[0.816375 0.85085 ], test_loss=[0.5512021  0.44860324], test_acc=[0.82035 0.85005]
98/100: weights=[0.28104228 1.7189577 ], train_loss=[0.5631682  0.44464958], train_acc=[0.81766667 0.85150833], test_loss=[0.5474625  0.44859344], test_acc=[0.82315 0.85145]
100/100: weights=[0.44233894 1.557661  ], train_loss=[0.5611083  0.44899708], train_acc=[0.81825    0.84881667], test_loss=[0.5462908  0.44871062], test_acc=[0.82325 0.84995]
Reference vector (16/18): 0.24548548, 0.9694003
1/100: weights=[0.11344644 1.8865535 ], train_loss=[2.5951915 1.7753079], train_acc=[0.13369167 0.37110833], test_loss=[2.6059606 1.7669659], test_acc=[0.13205 0.3732 ]
2/100: weights=[0.11654261 1.8834574 ], train_loss=[2.5966964 1.5482866], train_acc=[0.151675 0.451425], test_loss=[2.6087205 1.537451 ], test_acc=[0.1467  0.45465]
4/100: weights=[0.11371199 1.886288  ], train_loss=[2.441346  1.3163366], train_acc=[0.177675 0.5349  ], test_loss=[2.4526894 1.3032373], test_acc=[0.1729  0.53715]
6/100: weights=[0.03803201 1.961968  ], train_loss=[2.2352262 1.1699591], train_acc=[0.22225  0.589125], test_loss=[2.243502  1.1538743], test_acc=[0.21845 0.5971 ]
8/100: weights=[0.09916811 1.9008319 ], train_loss=[2.0559733 1.0514747], train_acc=[0.27769167 0.63609167], test_loss=[2.0586023 1.0382882], test_acc=[0.27665 0.6417 ]
10/100: weights=[0.06822218 1.9317778 ], train_loss=[1.8755575 0.9713234], train_acc=[0.34180833 0.66654167], test_loss=[1.8733785 0.9565152], test_acc=[0.3408 0.6725]
12/100: weights=[0.11278223 1.8872178 ], train_loss=[1.7097272 0.9071897], train_acc=[0.4078   0.689975], test_loss=[1.7030512 0.8934927], test_acc=[0.4105  0.69405]
14/100: weights=[0.09708279 1.9029173 ], train_loss=[1.5938822 0.8553226], train_acc=[0.454925 0.7092  ], test_loss=[1.5807575  0.84459454], test_acc=[0.45875 0.70695]
16/100: weights=[0.002 1.998], train_loss=[1.4906223  0.82041323], train_acc=[0.492025   0.72055833], test_loss=[1.4758203 0.8117775], test_acc=[0.49575 0.71895]
18/100: weights=[0.09094805 1.9090519 ], train_loss=[1.3984531  0.76701516], train_acc=[0.52478333 0.74074167], test_loss=[1.3786834  0.75775194], test_acc=[0.53165 0.7393 ]
20/100: weights=[0.10440516 1.8955948 ], train_loss=[1.3083067 0.7402348], train_acc=[0.55694167 0.74988333], test_loss=[1.2869426 0.7316672], test_acc=[0.56665 0.75135]
22/100: weights=[0.10106979 1.8989302 ], train_loss=[1.2323288  0.70999205], train_acc=[0.58488333 0.76163333], test_loss=[1.208912   0.70129377], test_acc=[0.59175 0.7609 ]
24/100: weights=[0.07504011 1.9249599 ], train_loss=[1.1658696  0.69003576], train_acc=[0.608425   0.76870833], test_loss=[1.1420007  0.68440163], test_acc=[0.61655 0.7662 ]
26/100: weights=[0.42792633 1.5720737 ], train_loss=[1.1052821 0.6698662], train_acc=[0.62978333 0.77438333], test_loss=[1.0814645 0.6605837], test_acc=[0.6351  0.77255]
28/100: weights=[0.05656223 1.9434378 ], train_loss=[1.0498317 0.6585194], train_acc=[0.64923333 0.78126667], test_loss=[1.0255523 0.659023 ], test_acc=[0.6563  0.78045]
30/100: weights=[0.17853634 1.8214637 ], train_loss=[1.0000268  0.62637293], train_acc=[0.666525 0.789675], test_loss=[0.97676224 0.6189223 ], test_acc=[0.67335 0.7892 ]
32/100: weights=[0.21789692 1.7821031 ], train_loss=[0.95650935 0.6079594 ], train_acc=[0.68190833 0.79609167], test_loss=[0.93418556 0.60320425], test_acc=[0.6879 0.7948]
34/100: weights=[0.15491034 1.8450897 ], train_loss=[0.9150517  0.59122956], train_acc=[0.69716667 0.80165   ], test_loss=[0.8940567  0.58954173], test_acc=[0.70225 0.803  ]
36/100: weights=[0.18972684 1.8102732 ], train_loss=[0.8804686  0.57857615], train_acc=[0.70940833 0.805725  ], test_loss=[0.86153513 0.5770464 ], test_acc=[0.71515 0.8066 ]
38/100: weights=[0.0156722 1.9843278], train_loss=[0.8519851 0.5742754], train_acc=[0.718975   0.80539167], test_loss=[0.83544934 0.57168114], test_acc=[0.723   0.80505]
40/100: weights=[0.20960055 1.7903994 ], train_loss=[0.8236051  0.56317383], train_acc=[0.72939167 0.81098333], test_loss=[0.8066438 0.5665988], test_acc=[0.73345 0.8097 ]
42/100: weights=[0.2180582 1.7819418], train_loss=[0.79928976 0.54416585], train_acc=[0.73808333 0.81756667], test_loss=[0.78340507 0.54870695], test_acc=[0.7423 0.8182]
44/100: weights=[0.15382768 1.8461723 ], train_loss=[0.7808816 0.5368798], train_acc=[0.74386667 0.81868333], test_loss=[0.7667319 0.5367224], test_acc=[0.74605 0.81905]
46/100: weights=[0.05067134 1.9493287 ], train_loss=[0.7607583  0.53033584], train_acc=[0.75074167 0.8197    ], test_loss=[0.7473557 0.5290036], test_acc=[0.7531 0.8199]
48/100: weights=[0.24484284 1.7551571 ], train_loss=[0.7428487 0.5124866], train_acc=[0.75726667 0.82685833], test_loss=[0.72879225 0.51387626], test_acc=[0.7607 0.8275]
50/100: weights=[0.03365611 1.9663439 ], train_loss=[0.7247002 0.5039551], train_acc=[0.76324167 0.83070833], test_loss=[0.7100682  0.51010233], test_acc=[0.7663  0.82905]
52/100: weights=[0.10717155 1.8928285 ], train_loss=[0.71045285 0.5072467 ], train_acc=[0.76775    0.82844167], test_loss=[0.69688845 0.5112295 ], test_acc=[0.76945 0.82855]
54/100: weights=[0.20308177 1.7969183 ], train_loss=[0.69399786 0.4869725 ], train_acc=[0.77255    0.83686667], test_loss=[0.679178  0.4951008], test_acc=[0.77485 0.836  ]
56/100: weights=[0.19822283 1.8017771 ], train_loss=[0.68225765 0.49110124], train_acc=[0.77695    0.83484167], test_loss=[0.6698773  0.50128406], test_acc=[0.77785 0.8328 ]
58/100: weights=[0.1000394 1.8999606], train_loss=[0.6711047  0.47651148], train_acc=[0.780325   0.83929167], test_loss=[0.65824574 0.48580402], test_acc=[0.7806  0.83845]
60/100: weights=[0.09439848 1.9056015 ], train_loss=[0.65832615 0.46802375], train_acc=[0.78479167 0.84246667], test_loss=[0.6436263 0.4767687], test_acc=[0.7873  0.84125]
62/100: weights=[0.06939701 1.930603  ], train_loss=[0.6448764  0.47060713], train_acc=[0.78878333 0.841475  ], test_loss=[0.63069195 0.48000273], test_acc=[0.79055 0.8377 ]
64/100: weights=[0.3345008 1.6654992], train_loss=[0.6324772  0.45179576], train_acc=[0.79305    0.84760833], test_loss=[0.619532  0.4609669], test_acc=[0.79345 0.84555]
66/100: weights=[0.28198978 1.7180102 ], train_loss=[0.624816   0.44685933], train_acc=[0.79590833 0.84925   ], test_loss=[0.6104645  0.45790642], test_acc=[0.7978 0.8462]
68/100: weights=[0.09070632 1.9092937 ], train_loss=[0.61536413 0.45474926], train_acc=[0.79859167 0.844725  ], test_loss=[0.6017585  0.46207428], test_acc=[0.7994 0.8435]
70/100: weights=[0.06197369 1.9380263 ], train_loss=[0.60769415 0.43548676], train_acc=[0.80195 0.85415], test_loss=[0.59631497 0.447718  ], test_acc=[0.80235 0.85065]
72/100: weights=[0.28186986 1.7181301 ], train_loss=[0.59703153 0.4400986 ], train_acc=[0.804875 0.85235 ], test_loss=[0.58426476 0.45640907], test_acc=[0.8069 0.848 ]
74/100: weights=[0.02356652 1.9764335 ], train_loss=[0.5871401  0.44698733], train_acc=[0.80833333 0.84754167], test_loss=[0.5755576  0.46066967], test_acc=[0.8096  0.84665]
76/100: weights=[0.02338851 1.9766115 ], train_loss=[0.57736576 0.42430073], train_acc=[0.811475   0.85778333], test_loss=[0.5655662  0.43947574], test_acc=[0.81265 0.85325]
78/100: weights=[0.13968778 1.8603122 ], train_loss=[0.5814009 0.4682977], train_acc=[0.81035833 0.84253333], test_loss=[0.5712655  0.48178256], test_acc=[0.8107 0.8398]
80/100: weights=[0.0734979 1.9265021], train_loss=[0.5632384 0.4203974], train_acc=[0.81646667 0.85859167], test_loss=[0.55287766 0.43510085], test_acc=[0.8175  0.85485]
82/100: weights=[0.09722226 1.9027778 ], train_loss=[0.5553262  0.41683096], train_acc=[0.81898333 0.85986667], test_loss=[0.5445596  0.43079716], test_acc=[0.8196 0.8552]
84/100: weights=[0.18965517 1.8103448 ], train_loss=[0.55043167 0.40636984], train_acc=[0.820925   0.86300833], test_loss=[0.53922564 0.42271516], test_acc=[0.82275 0.8592 ]
86/100: weights=[0.25000012 1.7499999 ], train_loss=[0.5432072 0.4111101], train_acc=[0.82291667 0.86263333], test_loss=[0.5331005 0.4325433], test_acc=[0.8231 0.8562]
88/100: weights=[0.15209757 1.8479024 ], train_loss=[0.5374088  0.41587648], train_acc=[0.82558333 0.85950833], test_loss=[0.5285995  0.43858334], test_acc=[0.8266  0.85125]
90/100: weights=[0.1590872 1.8409128], train_loss=[0.534216   0.42451546], train_acc=[0.8259 0.8573], test_loss=[0.5259035 0.4478274], test_acc=[0.82685 0.85035]
92/100: weights=[0.21504778 1.7849522 ], train_loss=[0.5339447  0.39991283], train_acc=[0.82668333 0.86620833], test_loss=[0.52563107 0.4242816 ], test_acc=[0.8283 0.8581]
94/100: weights=[0.05149656 1.9485035 ], train_loss=[0.5200118  0.40565664], train_acc=[0.83041667 0.86228333], test_loss=[0.51128817 0.42314693], test_acc=[0.83135 0.8573 ]
96/100: weights=[0.13350275 1.8664973 ], train_loss=[0.5178018  0.38745403], train_acc=[0.832225   0.86908333], test_loss=[0.50993055 0.4069142 ], test_acc=[0.83275 0.86325]
98/100: weights=[0.19637431 1.8036257 ], train_loss=[0.5115416  0.40170133], train_acc=[0.83353333 0.86489167], test_loss=[0.50438535 0.42926723], test_acc=[0.8344  0.85745]
100/100: weights=[0.03003465 1.9699653 ], train_loss=[0.50618666 0.38189903], train_acc=[0.83535    0.87210833], test_loss=[0.5012422  0.40704867], test_acc=[0.8344 0.8647]
Reference vector (17/18): 0.16459459, 0.9863613
1/100: weights=[0.05126774 1.9487323 ], train_loss=[2.4923248 1.8513367], train_acc=[0.12858333 0.36433333], test_loss=[2.4884346 1.8475709], test_acc=[0.12845 0.3626 ]
2/100: weights=[0.0543753 1.9456247], train_loss=[2.5024045 1.6238345], train_acc=[0.15028333 0.455675  ], test_loss=[2.4965634 1.6147885], test_acc=[0.15035 0.4534 ]
4/100: weights=[0.02937353 1.9706265 ], train_loss=[2.3939178 1.3930591], train_acc=[0.19400833 0.53600833], test_loss=[2.3875515 1.3838623], test_acc=[0.192   0.53645]
6/100: weights=[0.07982308 1.9201769 ], train_loss=[2.3398468 1.2234967], train_acc=[0.22071667 0.5921    ], test_loss=[2.3354278 1.2160895], test_acc=[0.221 0.595]
8/100: weights=[0.05621401 1.943786  ], train_loss=[2.259526  1.0998219], train_acc=[0.24158333 0.63260833], test_loss=[2.2591436 1.0975144], test_acc=[0.2398  0.63075]
10/100: weights=[0.00316165 1.9968383 ], train_loss=[2.2084463 1.0344672], train_acc=[0.26496667 0.653275  ], test_loss=[2.2114294 1.0306934], test_acc=[0.2635 0.6555]
12/100: weights=[0.05410092 1.9458991 ], train_loss=[2.140143   0.92979175], train_acc=[0.28898333 0.68956667], test_loss=[2.1461751 0.9290175], test_acc=[0.28565 0.68955]
14/100: weights=[0.00323721 1.9967628 ], train_loss=[2.072042  0.8751481], train_acc=[0.3079     0.70953333], test_loss=[2.0777037 0.8733316], test_acc=[0.30775 0.7076 ]
16/100: weights=[0.04770177 1.9522983 ], train_loss=[2.0191345 0.8308997], train_acc=[0.322175 0.723325], test_loss=[2.0236883 0.8293274], test_acc=[0.3189 0.7227]
18/100: weights=[0.03559682 1.9644032 ], train_loss=[1.9569169 0.7945289], train_acc=[0.34069167 0.7355    ], test_loss=[1.9628037 0.7911746], test_acc=[0.3383  0.73675]
20/100: weights=[0.002 1.998], train_loss=[1.9071271 0.8172995], train_acc=[0.35545833 0.72883333], test_loss=[1.9119982  0.81976753], test_acc=[0.35295 0.726  ]
22/100: weights=[0.002 1.998], train_loss=[1.8724691  0.86885524], train_acc=[0.363825   0.70771667], test_loss=[1.8786707 0.8615034], test_acc=[0.3632 0.7103]
24/100: weights=[0.08799335 1.9120066 ], train_loss=[1.782051  0.7296387], train_acc=[0.39395833 0.75685   ], test_loss=[1.7856888 0.7301282], test_acc=[0.3944 0.7559]
26/100: weights=[0.002 1.998], train_loss=[1.7331036  0.74363387], train_acc=[0.40743333 0.753775  ], test_loss=[1.7372155  0.74037224], test_acc=[0.4079 0.755 ]
28/100: weights=[0.002 1.998], train_loss=[1.6687113  0.69595987], train_acc=[0.430125   0.76971667], test_loss=[1.6723483  0.69709533], test_acc=[0.4294 0.7683]
30/100: weights=[0.0592944 1.9407057], train_loss=[1.6267459 0.6795389], train_acc=[0.443975 0.7753  ], test_loss=[1.6301689 0.6828049], test_acc=[0.4436  0.77025]
32/100: weights=[0.0397927 1.9602073], train_loss=[1.5740119  0.66691744], train_acc=[0.46209167 0.77864167], test_loss=[1.5758411 0.6663574], test_acc=[0.4633 0.777 ]
34/100: weights=[0.09151308 1.908487  ], train_loss=[1.5360156 0.6534856], train_acc=[0.47525833 0.78260833], test_loss=[1.5377462 0.6534357], test_acc=[0.4775  0.78515]
36/100: weights=[0.00966114 1.9903388 ], train_loss=[1.4876918 0.6439148], train_acc=[0.49364167 0.78561667], test_loss=[1.4873788  0.64585793], test_acc=[0.4958 0.7856]
38/100: weights=[0.02345974 1.9765402 ], train_loss=[1.4490921 0.638719 ], train_acc=[0.50820833 0.78746667], test_loss=[1.4499313 0.6413059], test_acc=[0.5142 0.7864]
40/100: weights=[0.0260757 1.9739243], train_loss=[1.4201009  0.62503296], train_acc=[0.51683333 0.79175833], test_loss=[1.4204304 0.6289055], test_acc=[0.521  0.7914]
42/100: weights=[0.06113078 1.9388692 ], train_loss=[1.3856665 0.6140304], train_acc=[0.52896667 0.79583333], test_loss=[1.3851913  0.62116694], test_acc=[0.5327 0.7922]
44/100: weights=[0.07323072 1.9267693 ], train_loss=[1.3498636  0.60576284], train_acc=[0.542225   0.79875833], test_loss=[1.3483113 0.6115015], test_acc=[0.5461  0.79805]
46/100: weights=[0.002 1.998], train_loss=[1.3215759  0.61619806], train_acc=[0.55358333 0.79274167], test_loss=[1.3198397  0.61653596], test_acc=[0.5573  0.79425]
48/100: weights=[0.00958219 1.9904178 ], train_loss=[1.2993817 0.5905333], train_acc=[0.56143333 0.803875  ], test_loss=[1.297072   0.59689623], test_acc=[0.56355 0.8022 ]
50/100: weights=[0.04103035 1.9589696 ], train_loss=[1.2659338 0.5835179], train_acc=[0.57263333 0.8061    ], test_loss=[1.2630228 0.5900998], test_acc=[0.57515 0.8051 ]
52/100: weights=[0.00893558 1.9910644 ], train_loss=[1.2411902 0.5811944], train_acc=[0.58093333 0.806725  ], test_loss=[1.2368519 0.5897288], test_acc=[0.5827 0.805 ]
54/100: weights=[0.13067044 1.8693296 ], train_loss=[1.2131876  0.57030654], train_acc=[0.59041667 0.80985833], test_loss=[1.2068288 0.5788519], test_acc=[0.59505 0.80805]
56/100: weights=[0.002 1.998], train_loss=[1.1892372  0.56872976], train_acc=[0.59976667 0.80923333], test_loss=[1.181494  0.5760528], test_acc=[0.60405 0.80975]
58/100: weights=[0.002 1.998], train_loss=[1.1645931 0.5692548], train_acc=[0.60856667 0.809425  ], test_loss=[1.1572361  0.58178383], test_acc=[0.60985 0.80765]
60/100: weights=[0.08701313 1.9129869 ], train_loss=[1.1353204  0.56316304], train_acc=[0.61825    0.81235833], test_loss=[1.1266862 0.5739757], test_acc=[0.62385 0.81165]
62/100: weights=[0.04681336 1.9531866 ], train_loss=[1.111123  0.5514779], train_acc=[0.6266     0.81516667], test_loss=[1.0998479 0.5619824], test_acc=[0.63465 0.8143 ]
64/100: weights=[0.04891945 1.9510806 ], train_loss=[1.0888277  0.54729235], train_acc=[0.63461667 0.81710833], test_loss=[1.0786735  0.56203026], test_acc=[0.6401 0.814 ]
66/100: weights=[0.02325289 1.9767472 ], train_loss=[1.0676059 0.545315 ], train_acc=[0.64159167 0.81749167], test_loss=[1.0563214 0.5580474], test_acc=[0.64705 0.81555]
68/100: weights=[0.10460676 1.8953933 ], train_loss=[1.051372  0.5933908], train_acc=[0.64668333 0.79884167], test_loss=[1.0348564 0.6035789], test_acc=[0.6569  0.80005]
70/100: weights=[0.1815286 1.8184714], train_loss=[1.0218725 0.5333145], train_acc=[0.65795833 0.82055   ], test_loss=[1.0048662  0.54326457], test_acc=[0.66625 0.81985]
72/100: weights=[0.02035612 1.979644  ], train_loss=[1.0119369 0.5228918], train_acc=[0.66220833 0.82496667], test_loss=[0.99747187 0.5343721 ], test_acc=[0.668  0.8232]
74/100: weights=[0.002 1.998], train_loss=[0.9958375  0.52710694], train_acc=[0.6678     0.82373333], test_loss=[0.9812654 0.5432133], test_acc=[0.67625 0.81995]
76/100: weights=[0.03612189 1.9638782 ], train_loss=[0.9759711  0.52190214], train_acc=[0.67460833 0.82515   ], test_loss=[0.95773935 0.54054433], test_acc=[0.68525 0.82185]
78/100: weights=[0.04863222 1.9513677 ], train_loss=[0.9648984  0.51204866], train_acc=[0.67820833 0.82778333], test_loss=[0.95012194 0.52648985], test_acc=[0.68585 0.8261 ]
80/100: weights=[0.2710977 1.7289023], train_loss=[0.9479335  0.50750935], train_acc=[0.68433333 0.83019167], test_loss=[0.9317368 0.526022 ], test_acc=[0.69295 0.82735]
82/100: weights=[0.02760643 1.9723935 ], train_loss=[0.9301905 0.5021969], train_acc=[0.69055    0.83158333], test_loss=[0.9122537  0.51750106], test_acc=[0.70025 0.8278 ]
84/100: weights=[0.1897059 1.8102942], train_loss=[0.92131716 0.4988644 ], train_acc=[0.69364167 0.83315   ], test_loss=[0.9025315  0.51721406], test_acc=[0.7027  0.82745]
86/100: weights=[0.08603942 1.9139606 ], train_loss=[0.9063195  0.49566296], train_acc=[0.69825833 0.83316667], test_loss=[0.88904876 0.51353467], test_acc=[0.7076 0.8296]
88/100: weights=[0.03092877 1.9690713 ], train_loss=[0.8902116 0.4943591], train_acc=[0.70448333 0.83493333], test_loss=[0.87248665 0.5140678 ], test_acc=[0.7133 0.8315]
90/100: weights=[0.04074136 1.9592587 ], train_loss=[0.8795742  0.48981678], train_acc=[0.70769167 0.83475   ], test_loss=[0.8616393 0.5068058], test_acc=[0.71625 0.8317 ]
92/100: weights=[0.06377225 1.9362278 ], train_loss=[0.8691673 0.5030211], train_acc=[0.71130833 0.83120833], test_loss=[0.84897065 0.5188778 ], test_acc=[0.72085 0.8256 ]
94/100: weights=[0.03083658 1.9691634 ], train_loss=[0.8615185  0.48373994], train_acc=[0.71334167 0.83634167], test_loss=[0.8412369  0.50289905], test_acc=[0.72315 0.8328 ]
96/100: weights=[0.00281873 1.9971813 ], train_loss=[0.8523401  0.47830275], train_acc=[0.717025   0.83973333], test_loss=[0.8337692  0.50034094], test_acc=[0.72545 0.8363 ]
98/100: weights=[0.04441755 1.9555825 ], train_loss=[0.84136933 0.47735408], train_acc=[0.7213 0.8409], test_loss=[0.82163066 0.49901035], test_acc=[0.73095 0.83435]
100/100: weights=[0.08473394 1.915266  ], train_loss=[0.83291066 0.4746934 ], train_acc=[0.72326667 0.84115   ], test_loss=[0.81437695 0.49327055], test_acc=[0.7311  0.83535]
Reference vector (18/18): 0.082579345, 0.9965845
1/100: weights=[0.04306543 1.9569346 ], train_loss=[2.4203353 1.6497022], train_acc=[0.15101667 0.437875  ], test_loss=[2.4246023 1.6449628], test_acc=[0.15145 0.44405]
2/100: weights=[0.00303561 1.9969643 ], train_loss=[2.4528286 1.3957092], train_acc=[0.17775    0.53118333], test_loss=[2.4637969 1.387067 ], test_acc=[0.1766 0.533 ]
4/100: weights=[0.02373729 1.9762627 ], train_loss=[2.5130868 1.0862334], train_acc=[0.1939   0.642525], test_loss=[2.51473   1.0714035], test_acc=[0.19285 0.6448 ]
6/100: weights=[5.1868061e-04 1.9994813e+00], train_loss=[2.499735   0.91678894], train_acc=[0.20075833 0.70110833], test_loss=[2.5000648 0.9043272], test_acc=[0.19935 0.7051 ]
8/100: weights=[0.00622245 1.9937775 ], train_loss=[2.4928513 0.7985923], train_acc=[0.21573333 0.73824167], test_loss=[2.4863198 0.7862016], test_acc=[0.21195 0.7434 ]
10/100: weights=[0.00979675 1.9902033 ], train_loss=[2.3596566 0.7220709], train_acc=[0.23696667 0.76129167], test_loss=[2.3489344  0.71239775], test_acc=[0.2384  0.76485]
12/100: weights=[0.002 1.998], train_loss=[2.2671945 0.9615915], train_acc=[0.26371667 0.67615833], test_loss=[2.25414   0.9735606], test_acc=[0.26225 0.67275]
14/100: weights=[0.002 1.998], train_loss=[2.172482 0.633421], train_acc=[0.272725   0.78770833], test_loss=[2.15802   0.6255379], test_acc=[0.27605 0.7896 ]
16/100: weights=[0.00860914 1.9913908 ], train_loss=[2.0530996  0.59717786], train_acc=[0.307625   0.80053333], test_loss=[2.0371497 0.591507 ], test_acc=[0.3103 0.8045]
18/100: weights=[0.002 1.998], train_loss=[2.0141568 0.6194669], train_acc=[0.32190833 0.79360833], test_loss=[2.0015457  0.61711955], test_acc=[0.32435 0.79465]
20/100: weights=[0.01498133 1.9850187 ], train_loss=[1.9251416 0.6249273], train_acc=[0.34979167 0.79351667], test_loss=[1.905779  0.6348989], test_acc=[0.3541  0.79525]
22/100: weights=[0.002 1.998], train_loss=[1.8964785 0.5589671], train_acc=[0.359225   0.81084167], test_loss=[1.8840215 0.5500447], test_acc=[0.36285 0.8145 ]
24/100: weights=[0.002 1.998], train_loss=[1.8079163 0.5256936], train_acc=[0.3894   0.824275], test_loss=[1.7881347 0.5296976], test_acc=[0.3914 0.8238]
26/100: weights=[0.0164328 1.9835672], train_loss=[1.7597289  0.50384253], train_acc=[0.40293333 0.83161667], test_loss=[1.7389716 0.5058563], test_acc=[0.4082 0.8291]
28/100: weights=[0.01255445 1.9874456 ], train_loss=[1.706034  0.5217277], train_acc=[0.42038333 0.82395   ], test_loss=[1.6877154 0.5289086], test_acc=[0.4268  0.82165]
30/100: weights=[0.002 1.998], train_loss=[1.6482173  0.48256946], train_acc=[0.4423     0.83845833], test_loss=[1.6254091  0.48821092], test_acc=[0.44935 0.83555]
32/100: weights=[0.02100325 1.9789968 ], train_loss=[1.6101962  0.47410423], train_acc=[0.45436667 0.8415    ], test_loss=[1.5907713  0.48325923], test_acc=[0.45955 0.83885]
34/100: weights=[0.002 1.998], train_loss=[1.5836182 0.4687623], train_acc=[0.4646     0.84250833], test_loss=[1.5654963  0.47969037], test_acc=[0.4674 0.8388]
36/100: weights=[0.00883938 1.9911606 ], train_loss=[1.5450697  0.47711208], train_acc=[0.48226667 0.83820833], test_loss=[1.523583 0.482362], test_acc=[0.485   0.83575]
38/100: weights=[8.8830653e-04 1.9991117e+00], train_loss=[1.4998713 0.4390255], train_acc=[0.4905     0.85311667], test_loss=[1.4823914  0.44659275], test_acc=[0.49325 0.84835]
40/100: weights=[0.002 1.998], train_loss=[1.4738785  0.49635953], train_acc=[0.50233333 0.82975833], test_loss=[1.4607005  0.50445014], test_acc=[0.5048 0.8277]
42/100: weights=[0.0263908 1.9736092], train_loss=[1.4262651  0.42734924], train_acc=[0.51718333 0.85664167], test_loss=[1.4100384 0.4385551], test_acc=[0.51975 0.85175]
44/100: weights=[0.00531248 1.9946876 ], train_loss=[1.4094509  0.41585785], train_acc=[0.52518333 0.860025  ], test_loss=[1.393812   0.42793217], test_acc=[0.5257  0.85495]
46/100: weights=[0.002 1.998], train_loss=[1.3859535  0.48928002], train_acc=[0.5342 0.8356], test_loss=[1.3731776  0.49879622], test_acc=[0.53345 0.83475]
48/100: weights=[0.00450296 1.995497  ], train_loss=[1.3600682  0.40741536], train_acc=[0.54201667 0.86263333], test_loss=[1.3450828  0.42012078], test_acc=[0.5411  0.85965]
